Volume Fraction,Matrix Material,Fibre Material,Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Type,Composite Yield Strain
0.35,2,2,2000,0.37,2540,75000,0.22,0.1,2,0.01327
0.35,2,3,2000,0.37,1470,150000,0.35,0.1,2,0.01266
0.35,2,4,2000,0.37,2530,85000,0.21,0.1,2,0.01313
0.4,2,1,2000,0.37,1770,220000,0.2,0.1,2,0.01103
0.4,2,2,2000,0.37,2540,75000,0.22,0.1,2,0.01191
0.4,2,3,2000,0.37,1470,150000,0.35,0.1,2,0.01129
0.4,2,4,2000,0.37,2530,85000,0.21,0.1,2,0.01179
0.45,2,1,2000,0.37,1770,220000,0.2,0.1,2,0.00969
0.45,2,2,2000,0.37,2540,75000,0.22,0.1,2,0.01069
0.45,2,3,2000,0.37,1470,150000,0.35,0.1,2,0.0099
0.45,2,4,2000,0.37,2530,85000,0.21,0.1,2,0.01051
0.5,2,1,2000,0.37,1770,220000,0.2,0.1,2,0.00866
0.5,2,2,2000,0.37,2540,75000,0.22,0.1,2,0.00979
0.5,2,3,2000,0.37,1470,150000,0.35,0.1,2,0.00891
0.5,2,4,2000,0.37,2530,85000,0.21,0.1,2,0.00959
0.05,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.02764
0.05,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.02734
0.05,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.02662
0.05,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.02803
0.05,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.02766
0.05,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.02696
0.05,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.02779
0.05,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.02746
0.05,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.02676
0.05,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.02797
0.05,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.02762
0.05,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.02691
0.1,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.02476
0.1,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.02474
0.1,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.02463
0.1,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.02519
0.1,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.02519
0.1,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.02495
0.1,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.02492
0.1,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.02491
0.1,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.02474
0.1,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.02512
0.1,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.02512
0.1,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.02489
0.15,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.02191
0.15,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.02186
0.15,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.02177
0.15,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.02235
0.15,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.02224
0.15,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.02232
0.15,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.02206
0.15,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.02207
0.15,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.02197
0.15,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.02227
0.15,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.02226
0.15,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.02223
0.2,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.02014
0.2,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.02013
0.2,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01978
0.2,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.02061
0.2,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.02062
0.2,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.01978
0.2,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.02029
0.2,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.0203
0.2,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.0195
0.2,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.02052
0.2,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.02056
0.2,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01971
0.25,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.01904
0.25,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.01897
0.25,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01846
0.25,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.01952
0.25,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.01949
0.25,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.01885
0.25,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.01919
0.25,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.01914
0.25,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.01858
0.25,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.01943
0.25,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.01939
0.25,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01878
0.3,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.01763
0.3,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.0175
0.3,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01748
0.3,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.01817
0.3,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.01797
0.3,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.0179
0.3,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.0178
0.3,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.01779
0.3,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.01761
0.3,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.01805
0.3,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.01805
0.3,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01782
0.35,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.01635
0.35,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.0163
0.35,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01633
0.35,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.01693
0.35,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.01681
0.35,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.01682
0.35,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.01653
0.35,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.01646
0.35,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.01649
0.35,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.01682
0.35,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.01672
0.35,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01674
0.4,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.0152
0.4,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.01521
0.4,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01522
0.4,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.01584
0.4,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.01583
0.4,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.01587
0.4,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.01539
0.4,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.01539
0.4,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.01541
0.4,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.01572
0.4,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.01572
0.4,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01575
0.45,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.01384
0.45,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.01379
0.45,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01365
0.45,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.01454
0.45,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.01451
0.45,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.01446
0.45,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.01404
0.45,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.014
0.45,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.01388
0.45,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.01437
0.45,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.01423
0.45,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01432
0.5,3,1,2070,0.36,1770,220000,0.2,0.1,1,0.01243
0.5,3,1,2070,0.36,1770,220000,0.2,0.2,1,0.01244
0.5,3,1,2070,0.36,1770,220000,0.2,0.3,1,0.01224
0.5,3,2,2070,0.36,2540,75000,0.22,0.1,1,0.01323
0.5,3,2,2070,0.36,2540,75000,0.22,0.2,1,0.01318
0.5,3,2,2070,0.36,2540,75000,0.22,0.3,1,0.0129
0.5,3,3,2070,0.36,1470,150000,0.35,0.1,1,0.01265
0.5,3,3,2070,0.36,1470,150000,0.35,0.2,1,0.01268
0.5,3,3,2070,0.36,1470,150000,0.35,0.3,1,0.01241
0.5,3,4,2070,0.36,2530,85000,0.21,0.1,1,0.01308
0.5,3,4,2070,0.36,2530,85000,0.21,0.2,1,0.01295
0.5,3,4,2070,0.36,2530,85000,0.21,0.3,1,0.01238
0.05,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.02662
0.05,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.02686
0.05,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.02669
0.05,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.02683
0.1,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.0223
0.1,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.02274
0.1,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.02242
0.1,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.02266
0.15,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.01942
0.15,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01992
0.15,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.01956
0.15,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.01983
0.2,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.01672
0.2,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01749
0.2,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.01693
0.2,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.01736
0.25,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.01501
0.25,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01572
0.25,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.0152
0.25,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.0156
0.3,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.01345
0.3,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01442
0.3,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.01373
0.3,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.01429
0.35,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.01214
0.35,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01296
0.35,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.01235
0.35,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.01282
0.4,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.01079
0.4,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01163
0.4,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.01103
0.4,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.01152
0.45,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.00947
0.45,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.01048
0.45,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.00971
0.45,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.0103
0.5,3,1,2070,0.36,1770,220000,0.2,0.1,2,0.00851
0.5,3,2,2070,0.36,2540,75000,0.22,0.1,2,0.00956
0.5,3,3,2070,0.36,1470,150000,0.35,0.1,2,0.00878
0.5,3,4,2070,0.36,2530,85000,0.21,0.1,2,0.0094
0.05,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.02085
0.05,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.0209
0.05,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01972
0.05,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.02121
0.05,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.02129
0.05,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.02016
0.05,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.02098
0.05,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.02105
0.05,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01988
0.05,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.02116
0.05,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.02124
0.05,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.0201
0.1,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01864
0.1,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01852
0.1,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.0182
0.1,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01904
0.1,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01891
0.1,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01845
0.1,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01876
0.1,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01846
0.1,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01829
0.1,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01897
0.1,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01864
0.1,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01841
0.15,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01645
0.15,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01651
0.15,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01658
0.15,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01682
0.15,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01685
0.15,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01691
0.15,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01658
0.15,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01663
0.15,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.0167
0.15,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01675
0.15,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01678
0.15,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01685
0.2,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01513
0.2,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01514
0.2,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01515
0.2,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01551
0.2,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01555
0.2,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01559
0.2,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01521
0.2,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01528
0.2,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.0153
0.2,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01544
0.2,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01547
0.2,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01551
0.25,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01432
0.25,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01423
0.25,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01411
0.25,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01472
0.25,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01467
0.25,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01464
0.25,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01445
0.25,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01438
0.25,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01429
0.25,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01464
0.25,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01443
0.25,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01454
0.3,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01329
0.3,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01306
0.3,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01283
0.3,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01371
0.3,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01362
0.3,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01277
0.3,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01343
0.3,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01318
0.3,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01246
0.3,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01363
0.3,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01349
0.3,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01269
0.35,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01233
0.35,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01225
0.35,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01181
0.35,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.0128
0.35,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.0126
0.35,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01184
0.35,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01248
0.35,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01236
0.35,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01162
0.35,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01272
0.35,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01254
0.35,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01178
0.4,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01155
0.4,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01159
0.4,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01119
0.4,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01203
0.4,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01202
0.4,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01143
0.4,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.0117
0.4,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01172
0.4,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01126
0.4,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01194
0.4,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01194
0.4,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01138
0.45,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.01057
0.45,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.01047
0.45,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.01103
0.45,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.0111
0.45,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01114
0.45,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01096
0.45,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.01073
0.45,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.01074
0.45,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.01063
0.45,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.01102
0.45,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.01104
0.45,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01088
0.5,4,1,1890,0.4,1770,220000,0.2,0.1,1,0.00948
0.5,4,1,1890,0.4,1770,220000,0.2,0.2,1,0.00942
0.5,4,1,1890,0.4,1770,220000,0.2,0.3,1,0.0095
0.5,4,2,1890,0.4,2540,75000,0.22,0.1,1,0.01009
0.5,4,2,1890,0.4,2540,75000,0.22,0.2,1,0.01009
0.5,4,2,1890,0.4,2540,75000,0.22,0.3,1,0.01011
0.5,4,3,1890,0.4,1470,150000,0.35,0.1,1,0.00966
0.5,4,3,1890,0.4,1470,150000,0.35,0.2,1,0.00957
0.5,4,3,1890,0.4,1470,150000,0.35,0.3,1,0.00967
0.5,4,4,1890,0.4,2530,85000,0.21,0.1,1,0.00998
0.5,4,4,1890,0.4,2530,85000,0.21,0.2,1,0.00991
0.5,4,4,1890,0.4,2530,85000,0.21,0.3,1,0.01
0.05,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.0206
0.05,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.02073
0.05,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.02063
0.05,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.0207
0.1,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.01767
0.1,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.01796
0.1,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.01776
0.1,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.01789
0.15,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.01546
0.15,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.0158
0.15,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.01556
0.15,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.01571
0.2,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.01328
0.2,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.01382
0.2,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.0134
0.2,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.01372
0.25,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.01198
0.25,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.01251
0.25,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.01212
0.25,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.01242
0.3,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.01075
0.3,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.01151
0.3,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.01095
0.3,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.01138
0.35,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.00976
0.35,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.01035
0.35,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.00991
0.35,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.01024
0.4,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.00875
0.4,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.00935
0.4,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.00896
0.4,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.00929
0.45,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.00791
0.45,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.00858
0.45,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.00808
0.45,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.00846
0.5,4,1,1890,0.4,1770,220000,0.2,0.1,2,0.00737
0.5,4,2,1890,0.4,2540,75000,0.22,0.1,2,0.00799
0.5,4,3,1890,0.4,1470,150000,0.35,0.1,2,0.00753
0.5,4,4,1890,0.4,2530,85000,0.21,0.1,2,0.00787
